agency_id,route_id,route_long_name,route_short_name,route_desc,route_type
DIMTS,3177,844LNKSTLDOWN,844LNKSTLDOWN,Sarang Pur Village to Ghuman Hera Depot 1,3
DIMTS,3178,844LNKSTLUP,844LNKSTLUP,Ghuman Hera Depot 1 to Sarang Pur Village,3
DIMTS,960,844STLDOWN2,844STLDOWN2,Sarang Pur Village to Kair Depot,3
DIMTS,961,844STLUP2,844STLUP2,Kair Depot to Sarang Pur Village,3
DIMTS,962,844UP,844UP,Najafgarh Terminal to Sarang Pur Village,3
DIMTS,965,847ADOWN,847ADOWN,Inderlok Metro Station to Dilshad Garden Depot Cluster,3
DIMTS,966,847AUP,847AUP,New Seema Puri to Inderlok Metro Station,3
DIMTS,967,847DOWN,847DOWN,Uttam Nagar (Najafgarh Road) to Dilshad Garden Depot Cluster,3
DIMTS,968,847UP,847UP,New Seema Puri to Uttam Nagar Terminal (In Gate),3
DIMTS,969,849DOWN,849DOWN,Qamruddin Nagar Terminal to Tilak Nagar Terminal,3
DIMTS,970,849STLDOWN,849STLDOWN,Qamruddin Nagar Terminal to Rani Khera Depot 2,3
DIMTS,971,849STLUP,849STLUP,Rani Khera Depot 2 to Qamruddin Nagar Terminal,3
DIMTS,972,849UP,849UP,Tilak Nagar Terminal to Qamruddin Nagar Terminal,3
DIMTS,973,850BDOWN,850BDOWN,Najafgarh Terminal to D Block Janakpuri (Pankha Road),3
DIMTS,974,850BUP,850BUP,D Block Janak Puri (Pankha Road) to Najafgarh Terminal,3
DIMTS,975,850DOWN,850DOWN,Najafgarh Terminal to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,976,850LTDDOWN,850LTDDOWN,Ghuman Hera Village to Krishi Bhawan,3
DIMTS,977,850LTDUP,850LTDUP,Krishi Bhawan to Ghuman Hera Village,3
DIMTS,978,850STLDOWN,850STLDOWN,Ghuman Hera Village to Kair Depot,3
DIMTS,979,850STLUP,850STLUP,Kair Depot to Ghuman Hera Village,3
DIMTS,980,850UP,850UP,Kendriya Terminal (Church Road) to Najafgarh Terminal,3
DIMTS,981,858DOWN,858DOWN,Najafgarh Terminal to Ajmeri Gate / Kamla Market,3
DIMTS,982,858UP,858UP,Kamla Market / Ajmeri Gate / N.D RLY STATION GATE NO-2 to Najafgarh Terminal,3
DIMTS,983,859ADOWN,859ADOWN,Uttam Nagar (Najafgarh Road) to Shivaji Stadium Terminal,3
DIMTS,984,859AUP,859AUP,Shivaji Stadium Terminal to Uttam Nagar Terminal (In Gate),3
DIMTS,985,859DOWN,859DOWN,Najafgarh Terminal to Shivaji Stadium Terminal,3
DIMTS,986,859LSTLUP,859LSTLUP,New Delhi Railway Station Gate 2 to Indraprastha Depot,3
DIMTS,987,859STLDOWN,859STLDOWN,Indraprastha Depot to Shivaji Stadium Terminal,3
DIMTS,988,859STLUP,859STLUP,Shivaji Stadium Terminal ( Connaught Place ) to Indraprastha Depot,3
DIMTS,989,859UP,859UP,Shivaji Stadium Terminal to Najafgarh Terminal,3
DIMTS,990,85AEXTDOWN,85AEXTDOWN,Shivaji Stadium Terminal ( Connaught Place ) to ISBT Anand Vihar Terminal,3
DIMTS,991,85AEXTUP,85AEXTUP,ISBT Anand Vihar Terminal to Shivaji Stadium Terminal,3
DIMTS,2774,861DOWN,861DOWN,E Block Jahangir Puri Terminal to Tilak Nagar Terminal,3
DIMTS,2775,861UP,861UP,Tilak Nagar Terminal / Tilak Nagar to Jahangirpuri EBlock,3
DIMTS,998,863ADOWN2,863ADOWN2,Shani Mandir Shiv Vihar / Hastsal JJ Colony to East Patel Nagar,3
DIMTS,999,863AUP2,863AUP2,East Patel Nagar to Shani Mandir Shiv Vihar / Hastsal JJ Colony,3
DIMTS,1000,863DOWN2,863DOWN2,Shani Mandir Shiv Vihar / Hastsal JJ Colony to Kashmere Gate City Bus Terminal,3
DIMTS,1001,863UP2,863UP2,ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal to Shani Mandir Shiv Vihar / Hastsal JJ Colony,3
DIMTS,1002,871DOWN,871DOWN,H3 Vikas Puri Terminal to Shivaji Stadium Terminal,3
DIMTS,1003,871UP,871UP,Shivaji Stadium Terminal to H3 Vikas Puri Terminal,3
DIMTS,1004,872DOWN,872DOWN,Surakh Pur Village to Tilak Nagar Terminal,3
DIMTS,1005,872STLDOWN,872STLDOWN,Surakh Pur Village to Rewla Khanpur Depot,3
DIMTS,1006,872STLUP,872STLUP,Rewla Khanpur Depot to Surakh Pur Village,3
DIMTS,1007,872UP,872UP,Tilak Nagar Terminal to Surakh Pur Village,3
DIMTS,1008,874ADOWN2,874ADOWN2,Uttam Nagar Terminal (Out Gate) to SJ Hospital,3
DIMTS,1009,874AUP2,874AUP2,South Moti Bagh (Ring Road) / MOTI BAGH to Uttam Nagar Terminal,3
DIMTS,1010,874DOWN,874DOWN,Badarpur Border(T) to Uttam Nagar Terminal (In Gate),3
DIMTS,1011,874UP,874UP,Uttam Nagar Terminal (Out Gate) to Badarpur Border (T),3
DIMTS,3181,876LINKSTLDOWN,876LINKSTLDOWN,Dichau Kalan School to Rewla Khanpur Depot,3
DIMTS,3182,876LINKSTLUP,876LINKSTLUP,Rewla Khanpur Depot to Dichau Kalan School,3
DIMTS,1015,878LSTLDOWN,878LSTLDOWN,Malik Pur Village to Ghuman Hera Depot 2,3
DIMTS,1016,878LSTLUP,878LSTLUP,Ghuman Hera Depot 1 to Malik Pur Village,3
DIMTS,1017,878STLDOWN2,878STLDOWN2,Ghuman Hera Depot 2 to Malik Pur Village,3
DIMTS,1018,878STLUP2,878STLUP2,Malik Pur Village to Ghuman Hera Depot 2,3
DIMTS,1019,878_DOWN,878_DOWN,Malik Pur Village to Tilak Nagar Terminal,3
DIMTS,1020,878_UP,878_UP,Tilak Nagar Terminal to Malik Pur Village,3
DIMTS,1024,879STLDOWN,879STLDOWN,Hari Nagar Depot to D Block Janak Puri (Pankha Road),3
DIMTS,1025,879STLUP,879STLUP,D Block Janak Puri (Pankha Road) to Hari Nagar Depot,3
DIMTS,1027,883B_LTD_DOWN,883B_LTD_DOWN,Samaspur Khalsa to ISBT Nityanand Marg,3
DIMTS,1032,885DOWN,885DOWN,Rewla Khanpur Village to Tilak Nagar Terminal,3
DIMTS,1033,885EDOWN,885EDOWN,Rewla Khanpur Depot to Uttam Nagar Terminal (Out Gate),3
DIMTS,1034,885EUP,885EUP,Uttam Nagar Terminal to Rewla Khanpur Depot,3
DIMTS,1035,885STLDOWN,885STLDOWN,Rewla Khanpur Village to Rewla Khanpur Depot,3
DIMTS,1036,885STLUP,885STLUP,Rewla Khanpur Depot to Rewla Khanpur Village,3
DIMTS,1037,885UP,885UP,Tilak Nagar Terminal to Rewla Khanpur Village,3
DIMTS,1038,886ADOWN,886ADOWN,Najafgarh Terminal to Kapashera Border,3
DIMTS,1039,886AUP,886AUP,Kapashera Border to Najafgarh Terminal,3
DIMTS,1040,886DOWN,886DOWN,Najafgarh Terminal to Mehrauli Terminal,3
DIMTS,1041,886STLDOWN,886STLDOWN,Najafgarh Terminal to Rewla Khanpur Depot,3
DIMTS,1042,886STLUP,886STLUP,Rewla Khanpur Depot to Najafgarh Terminal,3
DIMTS,1043,886UP,886UP,Mehrauli Terminal to Najafgarh Terminal,3
DIMTS,1044,887ADOWN2,887ADOWN2,Ghuman Hera Village to Najafgarh Terminal,3
DIMTS,1045,887AUP2,887AUP2,Najafgarh Terminal to Ghuman Hera Village,3
DIMTS,1048,88ADOWN,88ADOWN,Tri Nagar / Jai Mata Market Tri Nagar Terminal to ISBT Anand Vihar Terminal,3
DIMTS,1049,88AUP,88AUP,ISBT Anand Vihar Terminal to Tri Nagar / Jai Mata Market Tri Nagar Terminal,3
DIMTS,1050,890DOWN,890DOWN,Hastsal Village LIG Flats to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,1051,890UP,890UP,Kendriya Terminal (Church Road) to Hastsal Village LIG Flats,3
DIMTS,1053,891LSTLDOWN,891LSTLDOWN,Hari Nagar Shaheed Pawan Sahni Chowk to Hari Nagar Depot,3
DIMTS,1054,891LSTLUP,891LSTLUP,Hari Nagar Depot to Hari Nagar Shaheed Pawan Sahni Chowk,3
DIMTS,3183,892 STLDOWN,892 STLDOWN,Nanak Heri Village to District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station,3
DIMTS,3184,892 STLUP,892 STLUP,District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station to Nanak Heri Village,3
DIMTS,1058,892DOWN,892DOWN,Khera Village 2 / Khera School to New Delhi Railway Station Gate 2,3
DIMTS,1059,892STLDOWN,892STLDOWN,Ghuman Hera Depot 1 to Khera Village 2 / Khera School,3
DIMTS,1060,892STLUP,892STLUP,Khera Village 2 / Khera School to Ghuman Hera Depot 1,3
DIMTS,1061,892UP,892UP,New Delhi Railway Station Gate 2 to Khera Village 2 / Khera School,3
DIMTS,1062,893ADOWN,893ADOWN,Uttam Nagar Terminal (Out Gate) to East Patel Nagar,3
DIMTS,1063,893AUP,893AUP,East Patel Nagar to Uttam Nagar Terminal,3
DIMTS,1064,893DOWN,893DOWN,Uttam Nagar Terminal (Out Gate) to Nizamuddin Railway Station,3
DIMTS,1065,893UP,893UP,Nizamuddin Railway Station to Uttam Nagar Terminal,3
DIMTS,1066,901ADOWN,901ADOWN,Mangol Puri Y Block to ISBT Nityanand Marg,3
DIMTS,1067,901AUP,901AUP,ISBT Nityanand Marg to Mangolpuri Y Block,3
DIMTS,1070,901STLDOWN,901STLDOWN,Mangol Puri Y Block to Rani Khera Depot 2,3
DIMTS,1073,901STLUP,901STLUP,Mangolpuri Y Block to Rohini Sec 37 E Bus Depot,3
DIMTS,1074,905STLDOWN,905STLDOWN,Qamruddin Nagar Terminal to Bawana Sec 5 Cluster Depot,3
DIMTS,1075,905STLUP,905STLUP,Bawana Sec 5 Cluster Depot to Qamruddin Nagar Terminal,3
DIMTS,1080,917ADOWN,917ADOWN,Madipur JJ Colony Madipuri JJ Colony Metro Station to Delhi Sachivalaya (Rajghat Power House),3
DIMTS,1081,917AUP,917AUP,Delhi Sachivalaya (Rajghat Power House) to Madipur JJ Colony / MadiPur Metro Station,3
DIMTS,1083,917LSTLDOWN,917LSTLDOWN,Delhi Sachivalaya (Rajghat Power House) to Rajghat Depot,3
DIMTS,1084,917LSTLUP,917LSTLUP,DTC Rajghat Depot to Delhi Sachivalaya (Rajghat Power House),3
DIMTS,1088,919DOWN,919DOWN,D Block Mangol Puri (T) to Bawana JJ Colony Terminal,3
DIMTS,1089,919STLDOWN,919STLDOWN,Bawana Sec 5 Cluster Depot to Sec A9 Narela / Narela Pocket 13 / A9,3
DIMTS,1090,919STLUP,919STLUP,Sec A9 Narela / Narela Pocket 13 / A9 to Bawana Sec 5 Cluster Depot,3
DIMTS,1091,919UP,919UP,Bawana JJ Colony Terminal to D Block Mangol Puri (T),3
DIMTS,1092,921AEXTDOWN,921AEXTDOWN,Mubarakpur Dabas Village to Azadpur Terminal,3
DIMTS,1093,921AEXTUP,921AEXTUP,Azadpur Terminal to Mubarakpur Dabas Village,3
DIMTS,1094,921EXTDOWN,921EXTDOWN,Mubarakpur Dabas Village to ISBT Kashmiri Gate,3
DIMTS,1095,921EXTUP,921EXTUP,ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal to Mubarakpur Dabas Village,3
DIMTS,1096,923A_DOWN,923A_DOWN,Najafgarh Terminal to Nangloi Metro Station,3
DIMTS,1097,923A_UP,923A_UP,Nangloi Metro Station to Dichau Kalan Depot,3
DIMTS,1100,926ADOWN,926ADOWN,Tikri Border M Stn (T) to Peera Garhi Chowk,3
DIMTS,1101,926AUP,926AUP,Peera Garhi Chowk to Tikri Border M Stn (T),3
DIMTS,2776,926LSTLDOWN,926LSTLDOWN,Tikri Border to Qamruddin Nagar Terminal,3
DIMTS,2777,926LSTLUP,926LSTLUP,Qamruddin Nagar Terminal to Tikri Border,3
DIMTS,1106,928ADOWN,928ADOWN,Garhi Randhala to Nangloi Metro Station,3
DIMTS,1107,928AUP,928AUP,Nangloi Metro Station to Garhi Randhala,3
DIMTS,1109,928STLDOWN,928STLDOWN,Garhi Randhala to Rani Khera Depot 1,3
DIMTS,1110,928STLUP,928STLUP,Rani Khera Depot 1 to Garhi Randhala,3
DIMTS,1112,929DOWN,929DOWN,Mubarakpur Dabas Village to Old Delhi Railway Station (T),3
DIMTS,1113,929EDOWN,929EDOWN,Mubarakpur Dabas Village to Zakhira (Rohtak Road),3
DIMTS,1114,929EUP,929EUP,Zakhira (Rohtak Road) to Mubarakpur Dabas Village,3
DIMTS,1115,929UP,929UP,Old Delhi Railway Station (T) to Mubarakpur Dabas Village,3
DIMTS,1124,938BDOWN,938BDOWN,Mundka Village Metro Station to Rithala Metro Station,3
DIMTS,1125,938BSTLDOWN,938BSTLDOWN,Mundka Village Metro Station to Rani Khera Depot 3,3
DIMTS,1126,938BSTLUP,938BSTLUP,Rani Khera Depot 3 to Mundka Village (Metro Station),3
DIMTS,1127,938BUP,938BUP,Rithala Metro Station to Mundka Village (Metro Station),3
DIMTS,3187,938EDOWN,938EDOWN,Qamruddin Nagar Terminal to Azadpur Terminal,3
DIMTS,3188,938EUP,938EUP,Azadpur Terminal to Qamruddin Nagar Terminal,3
DIMTS,1129,939LSTLDOWN,939LSTLDOWN,QBlock Mangolpuri to Rani Khera Depot 1,3
DIMTS,1130,939LSTLUP,939LSTLUP,Rani Khera Depot 1 to Q Block Mangolpuri,3
DIMTS,1131,939STLDOWN,939STLDOWN,D Block Mangolpuri to Rani Khera Depot 3,3
DIMTS,1132,939STLUP,939STLUP,Rani Khera Depot 3 to D Block Mangolpuri,3
DIMTS,1134,940ADOWN,940ADOWN,Q Block Mangolpuri to East Patel Nagar,3
DIMTS,1135,940AUP,940AUP,East Patel Nagar to QBlock Mangolpuri,3
DIMTS,3191,940LINKSTLDOWN,940LINKSTLDOWN,Ghuman Hera Depot 1 to Ghuman Hera Village,3
DIMTS,3192,940LINKSTLUP,940LINKSTLUP,Ghuman Hera Village to Ghuman Hera Depot 1,3
DIMTS,1142,942ADOWN2,942ADOWN2,Kair Village to Nangloi Metro Station,3
DIMTS,1143,942AUP2,942AUP2,Nangloi Metro Station to Kair Village,3
DIMTS,1144,942DOWN,942DOWN,Kair Village to Old Delhi Railway Station (T),3
DIMTS,3193,942STLDOWN,942STLDOWN,Kair Village to Hari Nagar Depot,3
DIMTS,3194,942STLUP,942STLUP,Hari Nagar Depot to Kair Village,3
DIMTS,1145,942UP,942UP,Old Delhi Railway Station (T) to Kair Village,3
DIMTS,1146,943DOWN,943DOWN,Sultan Puri (T) to ISBT Anand Vihar Terminal,3
DIMTS,1147,943LSTLDOWN,943LSTLDOWN,Sultan Puri (T) to Bawana Sec 5 Cluster Depot,3
DIMTS,1148,943LSTLUP,943LSTLUP,Bawana Sec 5 Cluster Depot to Sultan Puri (T),3
DIMTS,1149,943STLDOWN,943STLDOWN,Sultan Puri (T) to Bawana Sec 5 Cluster Depot,3
DIMTS,1150,943STLUP,943STLUP,Bawana Sec 5 Cluster Depot to Sultan Puri (T),3
DIMTS,1151,943UP,943UP,ISBT Anand Vihar Terminal to Sultan Puri (T),3
DIMTS,1152,944ASTLDOWN,944ASTLDOWN,Rohini Sec 37 E Bus Depot to Sultan Puri (T),3
DIMTS,1153,944ASTLUP,944ASTLUP,Sultan Puri (T) to Rohini Sec 37 E Bus Depot,3
DIMTS,1154,944DOWN,944DOWN,Sultan Puri (T) to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,1155,944LSTLDOWN,944LSTLDOWN,Indraprastha Depot to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,1156,944LSTLUP,944LSTLUP,Kendriya Terminal (Church Road) to Indraprastha Depot,3
DIMTS,1157,944STLDOWN,944STLDOWN,Indraprastha Depot to Kendriya Terminal / Gurudwara Rakab Gunj,3
DIMTS,1158,944STLUP,944STLUP,KENDRIYA TERMINAL / Gurudwara Rakab Gunj to Indraprastha Depot,3
DIMTS,1159,944UP,944UP,Kendriya Terminal (Church Road) to Sultan Puri (T),3
DIMTS,1160,945ADOWN,945ADOWN,Keshav Nagar Mukti Ashram to Q Block Mangolpuri,3
DIMTS,1161,945AUP,945AUP,QBlock Mangolpuri to Keshav Nagar Mukti Ashram,3
DIMTS,1162,945LINKSTLDOWN,945LINKSTLDOWN,Burari EV Depot (Outshed) to Jahangirpuri EBlock,3
DIMTS,1163,945LINKSTLUP,945LINKSTLUP,E Block Jahangir Puri Terminal to Burari EV Depot (Inshed),3
DIMTS,1165,946STLDOWN,946STLDOWN,Indraprastha Depot to ISBT Anand Vihar Terminal,3
DIMTS,1173,953LSTLDOWN,953LSTLDOWN,D Block Mangol Puri (T) to Rani Khera Depot 1,3
DIMTS,1174,953LSTLUP,953LSTLUP,Rani Khera Depot 1 to D Block Mangol Puri (T),3
DIMTS,1175,953STLDOWN,953STLDOWN,D Block Mangol Puri (T) to RBlock Rajendra Nagar,3
DIMTS,1176,953STLUP,953STLUP,R Block Rajendra Nagar to D Block Mangol Puri (T),3
DIMTS,1177,954ASTLUP,954ASTLUP,Rani Khera Depot 1 to Sultan Puri (T),3
DIMTS,1178,954DOWN,954DOWN,Sultan Puri (T) to Delhi Sachivalaya (Rajghat Power House),3
DIMTS,1180,954STLDOWN2,954STLDOWN2,Sultan Puri (T) to Police Station Begumpur,3
DIMTS,1183,954UP,954UP,Delhi Sachivalaya (Rajghat Power House) to Sultan Puri (T),3
DIMTS,1184,956DOWN,956DOWN,Ekta Apartment Paschim Vihar / A 2 Paschim Vihar to New Delhi Railway Station Gate 2,3
DIMTS,1185,956LSTLDOWN,956LSTLDOWN,Indraprastha Depot to New Delhi Railway Station Gate 2,3
DIMTS,1186,956STLDOWN,956STLDOWN,Indraprastha Depot to New Delhi Railway Station Gate 2,3
DIMTS,1187,956STLUP,956STLUP,New Delhi Railway Station Gate 2 to Indraprastha Depot,3
DIMTS,1188,956UP,956UP,New Delhi Railway Station Gate 2 to Ekta Apartment Paschim Vihar,3
DIMTS,1189,957BDOWN,957BDOWN,Rohini Sec 22 Terminal to Zakhira (Rohtak Road),3
DIMTS,1190,957BUP,957BUP,Zakhira (Rohtak Road) to Rohini Sec 22 Terminal,3
DIMTS,1193,961DOWN,961DOWN,Jharoda Crossing / Najafgarh  to Sec A9 Narela / Narela Pocket 13 / A9,3
DIMTS,1194,961UP,961UP,Sec A9 Narela / Narela Pocket 13 / A9 to Jharoda Crossing / Najafgarh ,3
DIMTS,1196,962ASTLDOWN,962ASTLDOWN,Police Station Begumpur to QBlock Mangolpuri,3
DIMTS,1197,962ASTLUP,962ASTLUP,Q Block Mangolpuri to Police Station Begumpur,3
DIMTS,1199,962BDOWN,962BDOWN,Kanjhawala Village (T) to West Enclave / Sansad Vihar (T),3
DIMTS,1200,962BUP,962BUP,West Enclave / Sansad Vihar (T) to Kanjhawala Village (T),3
DIMTS,1201,962DOWN,962DOWN,Kanjhawala Village (T) to KENDRIYA TERMINAL / Gurudwara Rakab Gunj,3
DIMTS,1202,962LINKSTLDOWN,962LINKSTLDOWN,Kanjhawala Village (T) to Rohini Sec 37 E Bus Depot,3
DIMTS,1203,962LINKSTLUP,962LINKSTLUP,Rohini Sec 37 E Bus Depot to Kanjhawala Village (T),3
DIMTS,1204,962LSTLDOWN,962LSTLDOWN,Ghuman Hera Depot 1 to Kanjhawala Village (T),3
DIMTS,1205,962LSTLUP,962LSTLUP,Kanjhawala Village (T) to Ghuman Hera Depot 1,3
DIMTS,1206,962UP,962UP,Kendriya Terminal / Gurudwara Rakab Gunj to Kanjhawala Village (T),3
DIMTS,1213,972AEXTDOWN,972AEXTDOWN,West Enclave / Sansad Vihar (T) to Bawana Soap Factory,3
DIMTS,1214,972AEXTUP,972AEXTUP,Bawana Soap Factory to West Enclave (ORR),3
DIMTS,1215,972ASTLDOWN2,972ASTLDOWN2,Bawana Soap Factory to Bawana Sec 5 Cluster Depot,3
DIMTS,1216,972ASTLUP2,972ASTLUP2,Bawana Sec 5 Cluster Depot to Bawana Soap Factory,3
DIMTS,1218,972EUP,972EUP,Bawana Soap Factory to Uttam Nagar Terminal,3
DIMTS,1219,972EXDOWN,972EXDOWN,Auchandi Border to Uttam Nagar Terminal,3
DIMTS,1220,972EXTDOWN,972EXTDOWN,Uttam Nagar Terminal (Out Gate) to Bawana Soap Factory,3
DIMTS,1221,972EXTUP,972EXTUP,Bawana Soap Factory to Uttam Nagar Terminal,3
DIMTS,1222,972EXUP,972EXUP,Uttam Nagar Terminal (Out Gate) to Auchandi Border,3
DIMTS,1223,972LINKSTLDOWN,972LINKSTLDOWN,Rohini Sec 37 E Bus Depot to Harewali Village (T),3
DIMTS,1224,972LINKSTLUP,972LINKSTLUP,Harewali Village (T) to Rohini Sec 37 E Bus Depot,3
DIMTS,1227,978LTDUP,978LTDUP,ISBT Kashmere Gate City Bus Terminal / ISBT Maharana Pratap Bus Terminal to Samaspur Khalsa,3
DIMTS,1231,979ADOWN,979ADOWN,Bawana / Naya Road X-ing to Nangloi Metro Station,3
DIMTS,1232,979AUP,979AUP,Nangloi Metro Station to Bawana / Bawana Village Chowk,3
DIMTS,1233,979DOWN,979DOWN,Sec A9 Narela / Narela Pocket 13 / A9 to Nangloi Metro Station,3
DIMTS,1234,979LNKSTLDOWN,979LNKSTLDOWN,Nangloi Metro Station to Rani Khera Depot 2,3
DIMTS,1235,979LNKSTLUP,979LNKSTLUP,Rani Khera Depot 2 to Nangloi Metro Station,3
DIMTS,1236,979UP,979UP,Nangloi Metro Station to Sec A9 Narela / Narela Pocket 13 / A9,3
DIMTS,1237,980DOWN,980DOWN,Qamruddin Nagar Terminal to Kendriya Terminal (Church Road) /  North Block Lane,3
DIMTS,1238,980UP,980UP,Kendriya Terminal (Church Road) to Qamruddin Nagar Terminal,3
DIMTS,1239,981ADOWN,981ADOWN,Tikri Border M Stn (T) to Bawana / Bawana Village Chowk,3
DIMTS,1240,981AUP,981AUP,Bawana / Naya Road X-ing to Tikri Border M Stn (T),3
DIMTS,1241,981DOWN,981DOWN,Tikri Border M Stn (T) to Singhu Border Ramdev Marg,3
DIMTS,1242,981STLDOWN,981STLDOWN,Tikri Border M Stn (T) to Rani Khera Depot 1,3
DIMTS,1243,981STLUP,981STLUP,Rani Khera Depot 1 to Tikri Border M Stn (T),3
DIMTS,1244,981UP,981UP,Singhu Border Ramdev Marg to Tikri Border M Stn (T),3
DIMTS,1245,982ADOWN,982ADOWN,Sultan Puri (T) to GTK Depot,3
DIMTS,1246,982AUP,982AUP,GTK Depot to Sultan Puri (T),3
DIMTS,1249,985_DOWN,985_DOWN,Shahbad Dairy to RBlock Rajendra Nagar,3
DIMTS,1250,985_UP,985_UP,R Block Rajendra Nagar to Shahbad Dairy,3
DIMTS,1253,989ADOWN,989ADOWN,Q Block Mangolpuri to Zakhira (Rohtak Road),3
DIMTS,1254,989AUP,989AUP,Zakhira (Rohtak Road) to QBlock Mangolpuri,3
DIMTS,1255,989DOWN,989DOWN,Q Block Mangolpuri to New Delhi Railway Station Gate 2,3
DIMTS,1256,989STLDOWN,989STLDOWN,Ghuman Hera Depot 2 to Q Block Mangolpuri,3
DIMTS,1257,989STLUP,989STLUP,QBlock Mangolpuri to Ghuman Hera Depot 2,3
DIMTS,1258,989UP,989UP,New Delhi Railway Station Gate 2 to QBlock Mangolpuri,3
DIMTS,1259,990B_DOWN,990B_DOWN,Rithala Village / Vijay Vihar to East Patel Nagar,3
DIMTS,1260,990B_UP,990B_UP,East Patel Nagar to Rithala Village / Vijay Vihar,3
DIMTS,1265,990EXTSTLDOWN,990EXTSTLDOWN,Rohini Sec 37 E Bus Depot to Rohini Sec 23 Pocket 1 (Green Hill Aptt.),3
DIMTS,1266,990EXTSTLUP,990EXTSTLUP,Rohini Sec 23  Pocket 2/ Balaji Satsang Bhawan / to Rohini Sec 37 E Bus Depot,3
DIMTS,1269,990STLDOWN2,990STLDOWN2,Rithala Village / Vijay Vihar to Rani Khera Depot 1,3
DIMTS,1270,990STLUP2,990STLUP2,Rani Khera Depot 1 to Rithala Village / Vijay Vihar,3
DIMTS,1271,991ASTLDOWN,991ASTLDOWN,Mubarakpur Dabas Village to Peera Garhi Chowk,3
DIMTS,1272,991ASTLUP,991ASTLUP,Peera Garhi Chowk to Mubarakpur Dabas Village,3
DIMTS,1273,991DOWN,991DOWN,Mubarakpur Dabas Village to Shivaji Stadium Terminal,3
DIMTS,1274,991STLDOWN,991STLDOWN,Mubarakpur Dabas Village to Karampura ,3
DIMTS,1275,991STLUP,991STLUP,Karampura Terminal to Mubarakpur Dabas Village,3
DIMTS,1276,991UP,991UP,Shivaji Stadium Terminal to Mubarakpur Dabas Village,3
DIMTS,1277,992ASTLDOWN,992ASTLDOWN,Sultan Puri (T) to Bawana Sec 1 Depot Bus Stop,3
DIMTS,1278,992ASTLUP,992ASTLUP,Bawana Sec 1 Cluster Depot to Sultan Puri (T),3
DIMTS,1280,992STLDOWN,992STLDOWN,Sultan Puri (T) to Bawana Sec 5 Cluster Depot,3
DIMTS,1281,992STLUP,992STLUP,Bawana Sec 5 Cluster Depot to Sultan Puri (T),3
DIMTS,1283,993DOWN,993DOWN,West Enclave / Sansad Vihar (T) to Delhi Sachivalaya (Rajghat Power House),3
DIMTS,1284,993UP,993UP,Delhi Sachivalaya (Rajghat Power House) to West Enclave / Sansad Vihar (T),3
DIMTS,1285,998DOWN,998DOWN,Loknayak Puram / Bakkarwala to Raghubir Nagar F Block,3
DIMTS,1286,998STLDOWN2,998STLDOWN2,Ghuman Hera Depot 2 to Loknayak Puram / Bakkarwala,3
DIMTS,1287,998STLUP2,998STLUP2,Loknayak Puram / Bakkarwala to Ghuman Hera Depot 2,3
DIMTS,1288,998UP,998UP,Raghubir Nagar F Block to Loknayak Puram / Bakkarwala,3
DIMTS,2778,AIR-08STDOWN,AIR-08STDOWN,Ghuman Hera Depot 1 to Khera Village 2 / Khera School,3
DIMTS,3195,AIR08STLDOWN,AIR08STLDOWN,Ghuman Hera Depot 1 to Jharoda Crossing / Najafgarh ,3
DIMTS,3196,AIR08STLUP,AIR08STLUP,Dhansa Stand / Dhansa Bus Stand Metro to Ghuman Hera Depot 1,3
DIMTS,1293,AIRPORTEXP08DOWN,AIRPORTEXP08DOWN,Khera Village 2 / Khera School to IGI Airport Terminal 2 (Air India Office),3
DIMTS,1294,AIRPORTEXP08STLDOWN,AIRPORTEXP08STLDOWN,Ghuman Hera Depot 1 to Jharoda Crossing / Najafgarh ,3
DIMTS,1295,AIRPORTEXP08STLUP,AIRPORTEXP08STLUP,Khera Village 2 / Khera School to Ghuman Hera Depot 1,3
DIMTS,1296,AIRPORTEXP08UP,AIRPORTEXP08UP,IGI Airport Terminal 2 (Air India Office) to Khera Village 2 / Khera School,3
DIMTS,1297,BPEXPADOWN,BPEXPADOWN,Burari Crossing to ISBT Sarai Kale Khan,3
DIMTS,1298,BPEXPAUP,BPEXPAUP,Sarai Kale Khan ISBT to Burari Crossing,3
DIMTS,1299,BPEXPDOWN,BPEXPDOWN,Uttam Nagar Terminal (Out Gate) to ISBT Sarai Kale Khan,3
DIMTS,1300,BPEXPUP,BPEXPUP,Sarai Kale Khan ISBT to Uttam Nagar Terminal / Uttam Nagar East Metro Station,3
DIMTS,1301,CBD1+UP,CBD1+UP,Mori Gate Terminal to Mori Gate Terminal,3
DIMTS,1302,CBD2(+)UP,CBD2(+)UP,New Delhi Railway Station Gate 2 to New Delhi Railway Station Gate 2,3
DIMTS,1303,CBD2(-)DOWN,CBD2(-)DOWN,New Delhi Railway Station Gate 2 to New Delhi Railway Station Gate 2,3
