agency_id,route_id,route_long_name,route_short_name,route_desc,route_type
DTC,3547,AS4STLDOWN,AS4STLDOWN,ANCHAL SCHOOL KAUTILYA MARG to MAYA PURI DEPOT,3
DTC,3548,AS4STLUP,AS4STLUP,Maya Puri Depot to ANCHAL SCHOOL KAUTILYA MARG,3
DTC,2589,BADARPUR BORDER TO GURGAON UP,BADARPUR BORDER TO GURGAON UP,Badarpur Border(T) to Gurugram ISBT / Gurgaon,3
DTC,2866,BAHADURGARH TO KARAM PURA TERMINAL DOWN,BAHADURGARH TO KARAM PURA TERMINAL DOWN,Bahadurgarh / Bahadurgarh Old Bus Stand to Karampura Terminal,3
DTC,2592,BAHADURGARH TO N.D.RLY. ST. G.-2 DOWN,BAHADURGARH TO N.D.RLY. ST. G.-2 DOWN,Bahadurgarh / Bahadurgarh Old Bus Stand to New Delhi Railway Station Gate 2,3
DTC,2867,BAHADURGARH TO NARELA A-9 TERMINAL DOWN,BAHADURGARH TO NARELA A-9 TERMINAL DOWN,Bahadurgarh / Bahadurgarh Old Bus Stand to Sec A9 Narela / Narela Pocket 13 / A9,3
DTC,2595,BYPASS EXPRESS DOWN,BYPASS EXPRESS DOWN,Uttam Nagar (Najafgarh Road) to ISBT Sarai Kale Khan,3
DTC,2596,BYPASS EXPRESS UP,BYPASS EXPRESS UP,Sarai Kale Khan ISBT to Uttam Nagar Terminal / Uttam Nagar East Metro Station,3
DTC,3231,Baraut To Maharana Pratap ISBT DOWN,Baraut To Maharana Pratap ISBT DOWN,Baraut to ISBT Maharana Pratap Bus Terminal,3
DTC,2868,CBD CIRCULATOR-3 (+) UP,CBD CIRCULATOR-3 (+) UP,Nehru Place Terminal to Nehru Place Terminal,3
DTC,2869,CBD CIRCULATOR-3 (-) DOWN,CBD CIRCULATOR-3 (-) DOWN,Nehru Place Terminal to Nehru Place Terminal,3
DTC,2996,D-0001DOWN,D-0001DOWN,St Stephen Hospital to PWD Office / Aruna Nagar Ring Road /  Majnu  Ka Tila,3
DTC,2997,D-0001UP,D-0001UP,PWD Office / Aruna Nagar Ring Road to St Stephen Hospital,3
DTC,2998,D-0002(+)UP,D-0002(+)UP,Vishwa Vidyalaya Metro Station to delhi univercity gate no -1,3
DTC,2999,D-0002(-)DOWN,D-0002(-)DOWN,Vishwa Vidyalaya Metro Station to INS Hostel,3
DTC,3549,D-0002STLDOWN,D-0002STLDOWN,NANGLOI BUS STAND to Vishwa Vidyalaya Metro Station,3
DTC,3550,D-0002STLUP,D-0002STLUP,Vishwa Vidyalaya Metro Station to  Nangloi Depot  / Jwala Puri,3
DTC,3000,D-0003DOWN,D-0003DOWN,Mori Gate Terminal to Balak Ram Hospital,3
DTC,3001,D-0003UP,D-0003UP,Balak Ram Hospital to Mori Gate Terminal,3
DTC,3002,D-0004DOWN,D-0004DOWN,Sarai Rohila (Rohtak Road) to Rana Pratap Bagh,3
DTC,3003,D-0004UP,D-0004UP,Rana Pratap Bagh to Sarai Rohilla,3
DTC,3004,D-0005DOWN,D-0005DOWN,Sarai Rohilla (Rohtak Road)  to Karol Bagh Metro Station,3
DTC,3005,D-0005UP,D-0005UP,Karol Bagh Metro Station to Sarai Rohilla (Rohtak Road) ,3
DTC,2603,D-001DOWN,D-001DOWN,St Stephen Hospital to PWD Office / Aruna Nagar Ring Road /  Majnu  Ka Tila,3
DTC,2604,D-001UP,D-001UP,PWD Office / Aruna Nagar Ring Road to St Stephen Hospital,3
DTC,3235,D-002(+)UP,D-002(+)UP,Vishwa Vidyalaya Metro Station to Delhi University / North Campus,3
DTC,3236,D-002(-)DOWN,D-002(-)DOWN,Vishwa Vidyalaya Metro Station to INS Hostel,3
DTC,2605,D-003DOWN,D-003DOWN,Mori Gate Terminal to Balak Ram Hospital,3
DTC,2606,D-003UP,D-003UP,Balak Ram Hospital to Mori Gate Terminal,3
DTC,3237,D-004DOWN,D-004DOWN,Sarai Rohila to Rana Pratap Bagh,3
DTC,3238,D-004UP,D-004UP,Rana Pratap Bagh to Sarai Rohilla,3
DTC,2607,D-005DOWN,D-005DOWN,Sarai Rohila (Rohtak Road) to Karol Bagh Metro Station,3
DTC,2608,D-005UP,D-005UP,Karol Bagh Metro Station to Sarai Rohilla (Rohtak Road) ,3
DTC,2609,D-007DOWN,D-007DOWN,Madanpur Khadar JJ Colony to Hauz Khass Terminal,3
DTC,2610,D-007UP,D-007UP,Hauz Khass Terminal to Madanpur Khadar JJ Colony,3
DTC,2611,D-009DOWN,D-009DOWN,Nehru Place Terminal to Nizamuddin Railway Station,3
DTC,2612,D-009UP,D-009UP,Nizamuddin Railway Station to Nehru Place Terminal,3
DTC,2613,D-011DOWN,D-011DOWN,Savitri Cinema  to Nizamuddin Railway Station,3
DTC,2614,D-011UP,D-011UP,Nizamuddin Railway Station to Savitri Cinema ,3
DTC,2615,D-013DOWN,D-013DOWN,Mithapur Chowk (T) to Hamdard Nagar / Sangam Vihar,3
DTC,2616,D-013UP,D-013UP,Hamdard Nagar / Sangam Vihar to Meetha Pur Chowk,3
DTC,2617,D-015(+)UP,D-015(+)UP,Mayur Vihar Phase-II - Pkt C - Metro Station - Terminal to Mayur Vihar Phase 2 Pkt C Metro Station,3
DTC,2618,D-015(-)DOWN,D-015(-)DOWN,Mayur Vihar Phase 2 Pkt C Metro Station to Mayur Vihar Phase-II - Pkt C - Metro Station - Terminal,3
DTC,2619,D-017DOWN,D-017DOWN,Mayur Vihar Ph-1 Metro Station to ISBT Anand Vihar,3
DTC,2620,D-017UP,D-017UP,ISBT Anand Vihar Terminal to Mayur Vihar Phase-1 Metro Station,3
DTC,2621,D-019DOWN,D-019DOWN,Karawal Nagar Terminal to Shastri Park Metro Station,3
DTC,2622,D-019UP,D-019UP,Shastri Park Metro Station to Karawal Nagar Terminal,3
DTC,2623,D-021DOWN,D-021DOWN,Ashok Nagar Border to Mayur Vihar Ph III Paper Market,3
DTC,2624,D-021UP,D-021UP,Mayur Vihar Phase-3 Church / Mayur Vihar Ph-III paper Market to Kali Mata Mandir New Ashok Nagar / Ashok Nagar Border,3
DTC,2625,D-023DOWN,D-023DOWN,Seelampur  /Seelampur Metro Station to Mayur Vihar Phase-1 Metro Station,3
DTC,2626,D-023UP,D-023UP,Mayur Vihar Ph-1 Metro Station to Seelampur Gt Road ,3
DTC,2627,D-025DOWN,D-025DOWN,Johri Pur Enclave to Seelampur  /Seelampur Metro Station,3
DTC,2628,D-025UP,D-025UP,Seelampur Gt Road  to Johri Pur Enclave,3
DTC,2629,D-027DOWN,D-027DOWN,Shahdara Terminal to Anand Vihar ISBT Main Road,3
DTC,2630,D-027UP,D-027UP,ISBT Anand Vihar to Shahdara Terminal,3
DTC,2631,D-029DOWN,D-029DOWN,KARAWAL NAGAR to Shahdara Terminal,3
DTC,2632,D-029UP,D-029UP,Shahdara Terminal to Sabha Pur  X-ing,3
DTC,2633,D-031(+)UP,D-031(+)UP,Shahdara Border Seemapuri Road to Shahdara Border Seemapuri Road,3
DTC,2634,D-031(-)DOWN,D-031(-)DOWN,Shahdara Border Seemapuri Road to Shahdara Border Seemapuri Road,3
DTC,2635,D-033DOWN,D-033DOWN,ISBT Anand Vihar Terminal to Mayur Vihar Phase-1 Metro Station,3
DTC,2636,D-033UP,D-033UP,Mayur Vihar Ph-1 Metro Station to Anand Vihar ISBT,3
DTC,2637,D-035DOWN,D-035DOWN,Ashok Nagar Border to ISBT Anand Vihar,3
DTC,2638,D-035UP,D-035UP,ISBT Anand Vihar Terminal to Ashok Nagar Border,3
DTC,2639,D-037DOWN,D-037DOWN,Mandoli Industrial Area to Anand Vihar ISBT Main Road,3
DTC,2640,D-037UP,D-037UP,ISBT Anand Vihar to Mandoli Industrial Area,3
DTC,2641,D-039DOWN,D-039DOWN,New Ashok Nagar Metro Station to ISBT Anand Vihar,3
DTC,2642,D-039UP,D-039UP,ISBT Anand Vihar Terminal to New Ashok  Nagar Metro Station (Namo Bharat ),3
DTC,2643,D-041(+)UP,D-041(+)UP,Shahdara Terminal to Shahdra Terminal,3
DTC,2644,D-041(-)DOWN,D-041(-)DOWN,Shahdara Terminal to Shahdra Terminal,3
DTC,2645,D-045DOWN,D-045DOWN,Jamia Milia Islamia Metro Station to Kalyan Puri Terminal,3
DTC,2646,D-045UP,D-045UP,Kalyan Puri Terminal to Jamia Milia Islamia Metro Station,3
DTC,2647,D-047DOWN,D-047DOWN,Vivekanand Mahila College to Mayur Vihar Phase-1 Metro Station,3
DTC,2648,D-047UP,D-047UP,Mayur Vihar Ph-1 Metro Station to Vivekanand Mahila College,3
DTC,2649,D-049DOWN,D-049DOWN,Swami Dayanand Hospital to Mayur Vihar Phase-3 Church ,3
DTC,2650,D-049UP,D-049UP,Mayur Vihar Phase-3 Church / Mayur Vihar Ph-III paper Market to Swami Dayanand Hospital,3
DTC,2651,D-051DOWN,D-051DOWN,Karawal Nagar Terminal to Seelampur  /Seelampur Metro Station,3
DTC,2652,D-051UP,D-051UP,Seelampur Gt Road  to Karawal Nagar Terminal,3
DTC,2653,D-053DOWN,D-053DOWN,Shastri Park Metro Station to Mayur Vihar Phase-3 Church ,3
DTC,2654,D-053UP,D-053UP,Mayur Vihar Ph-III Church Road / Mayur Vihar Phase-III to Shastri Park Metro Station,3
DTC,2655,D-055DOWN,D-055DOWN,Jheel Terminal to New Ashok Nagar Metro Station,3
DTC,2656,D-055UP,D-055UP,New Ashok  Nagar Metro Station (Namo Bharat ) to Jheel Terminal,3
DTC,3551,D-085DOWN,D-085DOWN,East Patel Nagar to Rajiv Chowk Metro Station,3
DTC,3552,D-085UP,D-085UP,Rajiv Chowk Metro Station Gate No.2 to East Patel Nagar,3
DTC,3362,D-088STLDOWN,D-088STLDOWN,Singhu Border GT Road to Narela EV Depot,3
DTC,3363,D-088STLUP,D-088STLUP,Narela EV Depot to Singhu Border GT Road,3
DTC,3553,D-091(-)UP,D-091(-)UP,Rajiv Chowk Metro Station Gate No.8 to Rajiv Chowk Metro Station Gate No.2,3
DTC,3006,D-1101(+)UP,D-1101(+)UP,Rajiv Chowk Metro Station Gate No.8 to Rajiv Chowk Metro Station Gate No.8,3
DTC,3007,D-1101(-)DOWN,D-1101(-)DOWN,Rajiv Chowk Metro Station Gate No.8 to Rajiv Chowk Metro Station Gate No.8,3
DTC,3008,D-1102DOWN,D-1102DOWN,Railway Colony (Sardar Patel Marg) to Rajiv Chowk Metro Station Gate No.2,3
DTC,3009,D-1102UP,D-1102UP,Rajiv Chowk Metro Station Gate No.2 to Sardar Patel Marg / Officer Enclave,3
DTC,3010,D-1103DOWN,D-1103DOWN,IGI Airport Terminal 2 (Air India Office) to Anand Niketan / DU South Campus,3
DTC,3011,D-1103UP,D-1103UP,Anand Niketan / DU South Campus to IGI Airport Terminal 2,3
DTC,3012,D-1104DOWN,D-1104DOWN,Munirka Village (T) to IGI Airport Terminal 2,3
DTC,3013,D-1104UP,D-1104UP,IGI Airport Terminal 2 to Munirka Family Planning / Munirka ,3
DTC,3554,D-123DOWN,D-123DOWN,Pandwala Kalan (T) to Dichau Kalan Depot,3
DTC,3555,D-123UP,D-123UP,Dichau Kalan Depot to Pandwala Kalan (T),3
DTC,3241,D-1901DOWN,D-1901DOWN,District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station to Delhi High Court,3
DTC,3242,D-1901UP,D-1901UP,Delhi High Court to District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station,3
DTC,3014,D-2001DOWN,D-2001DOWN,Band Road Badarpur Majra to GTB Nagar / GTB Nagar Metro Station,3
DTC,3015,D-2001UP,D-2001UP,GTB Nagar to Band Road Badarpur Majra,3
DTC,3016,D-2203(+)UP,D-2203(+)UP,Azadpur Metro Station / Terminal to Azadpur Metro Station / Terminal,3
DTC,3017,D-2203(-)DOWN,D-2203(-)DOWN,Azadpur Metro Station to Azadpur Metro Station,3
DTC,3364,D-2303DOWN,D-2303DOWN,Narela A6 CPJ College to Jahangirpuri Metro Station GT Road,3
DTC,3365,D-2303UP,D-2303UP,Jahangirpuri Metro Station GT Road to Narela A-5 / Narela A6 Kanya Gurukul CPJ College,3
DTC,3018,D-3201DOWN,D-3201DOWN,Rohini Sec-18/19 Metro Station to Rajiv Nagar Extention,3
DTC,3019,D-3201UP,D-3201UP,Rajiv Nagar Extention to Rohini Sector 18/19 Metro Station,3
DTC,3020,D-3202DOWN,D-3202DOWN,Haiderpur Metro Station to Tri Nagar / Jai Mata Market Tri Nagar Terminal,3
DTC,3021,D-3202UP,D-3202UP,Tri Nagar / Jai Mata Market Tri Nagar Terminal to Haiderpur Metro Station,3
DTC,3022,D-3301DOWN,D-3301DOWN,Karala Crossing (Kanjhawla Road) to Rithala Metro Station,3
DTC,3023,D-3301UP,D-3301UP,Rithala Metro Station to Karala Crossing,3
DTC,3024,D-3302DOWN,D-3302DOWN,Rithala Village / Vijay Vihar to Begumpur,3
DTC,3025,D-3302UP,D-3302UP,Begum Pur (Kanjhawala Road) to Rithala Village / Vijay Vihar,3
DTC,3243,D-3303DOWN,D-3303DOWN,Majra Dabas Village to Rithala Metro Station,3
DTC,3244,D-3303UP,D-3303UP,Rithala Metro Station to MAJRA DABAS,3
DTC,3245,D-3304DOWN,D-3304DOWN,Qutubgarh Village   (Terminal) to Rithala Metro Station,3
DTC,3246,D-3304UP,D-3304UP,Rithala Metro Station to Qutub Garh Village (T),3
DTC,3247,D-3305DOWN,D-3305DOWN,Jat Khor Village to Rithala Metro Station,3
DTC,3248,D-3305UP,D-3305UP,Rithala Metro Station to Jat Khor Village,3
DTC,3026,D-3601DOWN,D-3601DOWN,Tikri Border to Punjab Khor Village,3
DTC,3027,D-3601UP,D-3601UP,Punjab Khor Village to Pvc Market / Tikri Village,3
DTC,3028,D-3901DOWN,D-3901DOWN,MAJRA DABAS to Dichaon Kalan Village,3
DTC,3029,D-3901UP,D-3901UP,Dichaon Kalan Village to MAJRA DABAS,3
DTC,3249,D-3902DOWN,D-3902DOWN,Dwarka Court / NHAI to Madhuban Chowk (Outer Ring Road) / Rohini Court,3
DTC,3250,D-3902UP,D-3902UP,Madhuban Chowk (Outer Ring Road) / Rohini Court to Dwarka Court / NHAI,3
DTC,2870,D-4401DOWN,D-4401DOWN,Gazi Pur Dairy Farm to Mayur Vihar Phase-1 Metro Station,3
DTC,2871,D-4401UP,D-4401UP,Mayur Vihar Phase-1 Metro Station to Gazi Pur Dairy Farm,3
DTC,3030,D-4402(+)UP,D-4402(+)UP,Mayur Vihar Ph-1 Metro Station to Mayur Vihar Phase-1 Metro Station,3
DTC,3031,D-4402(-)DOWN,D-4402(-)DOWN,Mayur Vihar Ph-1 Metro Station to Mayur Vihar Phase-1 Metro Station,3
DTC,2874,D-4403DOWN,D-4403DOWN,I P Extention Metro Station to New Ashok Nagar Metro Station,3
DTC,2875,D-4403UP,D-4403UP,New Ashok Nagar Metro Station to I P Extention Metro Station,3
DTC,3032,D-4404(+)UP,D-4404(+)UP,New Rajdhani Enclave / Preet Vihar Metro Station to New Rajdhani Enclave / Preet Vihar Metro Station,3
DTC,3033,D-4404(-)DOWN,D-4404(-)DOWN,Preet Vihar Metro Station / New Rajdhani Enclave to Preet Vihar Metro Station / New Rajdhani Enclave,3
DTC,3034,D-4405(+)UP,D-4405(+)UP,New Ashok  Nagar Metro Station (Namo Bharat ) to New Ashok Nagar Metro Station,3
DTC,3035,D-4405(-)DOWN,D-4405(-)DOWN,New Ashok Nagar Metro Station to New Ashok Nagar Metro Station,3
DTC,2880,D-4501DOWN,D-4501DOWN,Patparganj Industrial Area to Priyadarshani Vihar,3
DTC,2881,D-4501UP,D-4501UP,Priyadarshani Vihar to Patparganj Industrial Area,3
DTC,2882,D-4502DOWN,D-4502DOWN,Shastri Park Metro Station to Ganesh Nagar,3
DTC,2883,D-4502UP,D-4502UP,Ganesh Nagar to Shastri Park Metro Station,3
DTC,3556,D-5101DOWN,D-5101DOWN,Delhi High Court to ISBT Anand Vihar Terminal,3
DTC,3557,D-5101UP,D-5101UP,ISBT Anand Vihar Terminal to Delhi High Court,3
DTC,2884,D-5401DOWN,D-5401DOWN,Akshardham Metro Station to Anand Vihar ISBT,3
DTC,2885,D-5401UP,D-5401UP,ISBT Anand Vihar to Akshardham Metro Station,3
DTC,2886,D-5402DOWN,D-5402DOWN,Sai Memorial School / Geeta Colony Pusta to Mansarovar Park Metro Station / Jain Mandir,3
DTC,2887,D-5402UP,D-5402UP,Mansarovar Park Metro Station / Jain Mandir to Sai Memorial School / Geeta Colony Pusta,3
DTC,2888,D-5501DOWN,D-5501DOWN,Shiv Vihar to Seelampur  /Seelampur Metro Station,3
DTC,2889,D-5501UP,D-5501UP,Seelampur Gt Road  to Shiv Vihar,3
DTC,2890,D-5502DOWN,D-5502DOWN,New Mandoli Industrial Area to Karkardooma Metro Station,3
DTC,2891,D-5502UP,D-5502UP,Karkardooma Metro Station to New Mandoli Industrial Area,3
DTC,2892,D-5503DOWN,D-5503DOWN,Harsh Vihar Jail Road to ISBT Anand Vihar Terminal,3
DTC,2893,D-5503UP,D-5503UP,ISBT Anand Vihar to Harsh Vihar Jail Road,3
DTC,2894,D-5504DOWN,D-5504DOWN,Mandoli Jail Road to Usman Pur 2-Pusta /  Lal hospital,3
DTC,2895,D-5504UP,D-5504UP,Usman Pur 2-Pusta / Lal Hospital to Mandoli Jail Road,3
DTC,2896,D-5505DOWN,D-5505DOWN,Lal Bagh Sabzi Mandi to Ashok Nagar E-Block,3
DTC,2897,D-5505UP,D-5505UP,Ashok Nagar E-Block to Lal Bagh Sabzi Mandi,3
DTC,2898,D-5506DOWN,D-5506DOWN,Maujpur Babarpur Metro Station to Karawal Nagar Terminal / SBS Colony Karawal Nagar pusta Road Gali No.4,3
DTC,2899,D-5506UP,D-5506UP,Karawal Nagar Terminal / SBS Colony Karawal Nagar pusta Road  Gali No.4 to Mauj Pur Babar Pur Metro Station / Babarpur Ext.,3
DTC,2900,D-5507DOWN,D-5507DOWN,Sabha Pur Village (Niti Public School) to Gokul Puri Metro Station,3
DTC,2901,D-5507UP,D-5507UP,Gokul Puri Metro Station to Sabha Pur Village (Niti Public School),3
DTC,2902,D-5508DOWN,D-5508DOWN,Tahir Pur X-ing (Karuna Hospital) to East Azad Nagar (Primery School),3
DTC,2903,D-5508UP,D-5508UP,East Azad Nagar (Primery School) to Tahir Pur X-ing (Karuna Hospital),3
DTC,2904,D-5509DOWN,D-5509DOWN,Mauj Pur Babar Pur Metro Station / Babarpur Ext. to Maujpur Babarpur Metro Station,3
DTC,3366,D-578LINKSTLDOWN,D-578LINKSTLDOWN,R K PURAM SEC1 2 to Kushak Nallah Depot,3
DTC,3367,D-578LINKSTLUP,D-578LINKSTLUP,Kushak Nallah Depot to RK Puram Sec 1,3
DTC,3036,D-6001DOWN,D-6001DOWN,Liberty Cinema to West Patel Nagar / Patel Nagar,3
DTC,3037,D-6001UP,D-6001UP,West Patel Nagar / Patel Nagar to Liberty Cinema,3
DTC,3038,D-6101DOWN,D-6101DOWN,Rajiv Chowk Metro Station to East Patel Nagar,3
DTC,3039,D-6101UP,D-6101UP,East Patel Nagar to Rajiv Chowk Metro Station,3
DTC,3040,D-6102DOWN,D-6102DOWN,B-1 Janak Puri to Naraina Vihar Metro Station,3
DTC,3041,D-6102UP,D-6102UP,Naraina Vihar Metro Station to B-1 Janak Puri,3
DTC,3042,D-6301DOWN,D-6301DOWN,Peera Garhi Metro Station / Mian Wali Nagar to Haiderpur Metro Station,3
DTC,3043,D-6301UP,D-6301UP,Badli Railway Staion / Badli Metro Station to Peera Garhi Metro Station / Mian Wali Nagar,3
DTC,3044,D-6601(+)UP,D-6601(+)UP,Madipur JJ Colony / MadiPur Metro Station to Madipur Village / CARI / P B Enclave,3
DTC,3045,D-6601(-)DOWN,D-6601(-)DOWN,Madipur JJ Colony Madipuri JJ Colony Metro Station to Madipur JJ Colony Madipuri JJ Colony Metro Station,3
DTC,3046,D-6602DOWN,D-6602DOWN,Jankpuri South DabriMor Metro Station to Ramesh nagar / Basai Darapur / Ramesh Nagar Metro Station,3
DTC,3047,D-6602UP,D-6602UP,Ramesh Nagar / Basai Darapur / Ramesh Nagar Metro Station to Jankpuri South DabriMor Metro Station,3
DTC,3048,D-6603DOWN,D-6603DOWN,Krishna Park Extention Metro Station to Kirti Nagar Metro Station,3
DTC,3049,D-6603UP,D-6603UP,Kirti Nagar Metro Station to Krishna Park Extention Metro Station,3
DTC,3050,D-6604(-)DOWN,D-6604(-)DOWN,Udyog Nagar Metro Station / Nangloi JJ cly No 4 to Udyog Nagar Metro Station / Nangloi JJ cly No 4,3
DTC,3051,D-6901DOWN,D-6901DOWN,Palam Metro Station to M Block Vikaspuri,3
DTC,3052,D-6901UP,D-6901UP,M Block Vikaspuri to Palam Metro Station,3
DTC,3053,D-7101DOWN,D-7101DOWN,Vasant Vihar Metro Station to Chhatarpur Metro Station,3
DTC,3054,D-7101UP,D-7101UP,Chhatarpur Metro Station (T) to Vasant Vihar Metro Station,3
DTC,3055,D-7102DOWN,D-7102DOWN,Mahipal Pur Village / Sec E Pkt 2 Vasant Kunj to Chhatarpur Metro Station,3
DTC,3056,D-7102UP,D-7102UP,Chhatarpur Metro Station (T) to Mahipal Pur Village / Sec E Pkt 2 Vasant Kunj,3
DTC,3057,D-7103DOWN,D-7103DOWN,100 Foota Road Ghitorni to Chandan Holla,3
DTC,3058,D-7103UP,D-7103UP,Chandan Holla to 100 Foota Road Ghitorni,3
DTC,3059,D-7104DOWN,D-7104DOWN,DDA Flats Munirka / Munirka Metro Station to Maidan Garhi,3
DTC,3060,D-7104UP,D-7104UP,Maidan Garhi to Munirka Family Planning / Munirka ,3
DTC,3368,D-7701ADOWN,D-7701ADOWN,AIIMS-CAPFIMS to Chhatarpur Metro Station (T),3
DTC,3369,D-7701AUP,D-7701AUP,Chhatarpur Metro Station to AIIMS-CAPFIMS,3
DTC,3061,D-7701DOWN,D-7701DOWN,Bhati Kalan Village to Chhatarpur Metro Station (T),3
DTC,3062,D-7701UP,D-7701UP,Chhatarpur Metro Station to Bhati Kalan Village,3
DTC,3063,D-7702DOWN,D-7702DOWN,North Paint Nursing Home / Panchsheel Park Metro Station to Devoli Village,3
DTC,3064,D-7702UP,D-7702UP,Devoli Village to North Point (Nursing Home) ,3
DTC,3251,D-7901DOWN,D-7901DOWN,Dwarka Court / NHAI to Saket Court,3
DTC,3252,D-7901UP,D-7901UP,Saket Court to District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station,3
DTC,3065,D-8701DOWN,D-8701DOWN,Greater Kailash-1 / HSBC Bank to Lajpat Nagar Ring Road / Vinoba Puri Metro Station,3
DTC,3066,D-8701UP,D-8701UP,Lajpat Nagar Ring Road / Vinoba Puri Metro Station to Greater Kailash-1 / HSBC Bank,3
DTC,3067,D-8702DOWN,D-8702DOWN,Chirag Dilli /  Chirag Delhi Metro Station : to Sangam Vihar E-Block,3
DTC,3068,D-8702UP,D-8702UP,Sangam Vihar E-Block to Chirag Dilli / Chirag Delhi Metro Station,3
DTC,3069,D-8801DOWN,D-8801DOWN,Jamia Milia Islamia Metro Station to Alakhnanda Appartement,3
DTC,3070,D-8801UP,D-8801UP,Alakhnanda Appartement to Jamia Milia Islamia Metro Station,3
DTC,3558,D-8802DOWN,D-8802DOWN,MADANPUR KHADAR TERMINAL to Nehru Place Terminal,3
DTC,3559,D-8802UP,D-8802UP,Nehru Place Terminal to MADANPUR KHADAR TERMINAL,3
DTC,3071,D-8803DOWN,D-8803DOWN,Savitri Cinema  to Tughlaqabad Extension,3
DTC,3072,D-8803UP,D-8803UP,Tughlaqabad Extn to Savitri Cinema ,3
DTC,3560,D-907STLDOWN,D-907STLDOWN, Nangloi Depot /  Jwala Puri  to Nilothi Village,3
DTC,3561,D-907STLUP,D-907STLUP,Nilothi Village to  Nangloi Depot  / Jwala Puri,3
DTC,3073,D-9101DOWN,D-9101DOWN,Aero City Metro Station to District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station,3
DTC,3074,D-9101UP,D-9101UP,District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station to AeroCity Metro Station,3
DTC,3075,D-9102DOWN,D-9102DOWN,Terminal 1C / Domestic to C4E Janakpuri / Janak Puri C-4 Market,3
DTC,3076,D-9102UP,D-9102UP,C4E Janakpuri to Palam Airport  / IGI Airport T1,3
DTC,3077,D-9601DOWN,D-9601DOWN,District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station to Krishna Park Extention Metro Station,3
DTC,3078,D-9601UP,D-9601UP,Krishna Park Extention Metro Station to District Court / Indira Gandhi Hospital/ NHAI Building / Dwarka Sec-10 Metro Station,3
DTC,3079,D-9901DOWN,D-9901DOWN,Dhansa Border (T) to Dhansa Bus Stand / Dhansa Bus Stand Metro Station,3
DTC,3080,D-9901UP,D-9901UP,Dhansa Stand / Dhansa Bus Stand Metro to Dhansa Border (T),3
DTC,3081,D-9902DOWN,D-9902DOWN,Dauralla Border to Dhansa Bus Stand / Dhansa Bus Stand Metro Station,3
DTC,3082,D-9902UP,D-9902UP,Dhansa Stand / Dhansa Bus Stand Metro to Dauralla Border,3
DTC,3083,D-9903(+)UP,D-9903(+)UP,Dwarka Sec-13 Metro Station to Dwarka Sec-13 Metro Station,3
DTC,3084,D-9903(-)DOWN,D-9903(-)DOWN,Dwarka Sec-13 Metro Station to Dwarka Sec-13 Metro Station,3
DTC,3085,D-9904DOWN,D-9904DOWN,Dwarka Sec21 Metro Station to Dwarka Sector-11 Metro Station Gate No.2,3
DTC,3086,D-9904UP,D-9904UP,Dwarka Sector-11 Metro Station Gate No.2 to Dwarka Sec21 Metro Station,3
DTC,3087,D-9905DOWN,D-9905DOWN,Palam Metro Station to Dwarka Sec21 Metro Station,3
DTC,3088,D-9905UP,D-9905UP,Dwarka Sec21 Metro Station to Palam Metro Station,3
DTC,3089,D-9906(+)UP,D-9906(+)UP,Dwarka Metro Station to Dwarka Main Metro Station,3
DTC,3090,D-9906(-)DOWN,D-9906(-)DOWN,Dwarka Metro Station to Kakrola More,3
DTC,3091,D-9907DOWN,D-9907DOWN,Jharoda Kalan Border (Satyam Puram) to Dhansa Stand / Dhansa Bus Stand Metro,3
DTC,3092,D-9907UP,D-9907UP,Najafgarh Dhansa Stand / Dhansa Crossing to Jharoda Kalan Border (Satyam Puram),3
DTC,3093,D-9908DOWN,D-9908DOWN,Pandwala Kalan (T) to Dichau Kalan Depot,3
DTC,3094,D-9908UP,D-9908UP,Dichau Kalan Depot to Pandwala Kalan (T),3
DTC,3095,D-9909(+)UP,D-9909(+)UP,Dwarka Sector-11 Metro Station Gate No.2 to Dwarka Sec-11 Metro Station,3
DTC,3096,D-9909(-)DOWN,D-9909(-)DOWN,Dwarka Sector-11 Metro Station Gate No.2 to Dwarka Sector-11 Metro Station Gate No.2,3
DTC,3097,D-9910DOWN,D-9910DOWN,Ghuman Hera Village Main Road / Ghumanhera school to Dhansa Bus Stand / Dhansa Bus Stand Metro Station,3
DTC,3098,D-9910UP,D-9910UP,Dhansa Stand / Dhansa Bus Stand Metro to Ghuman Hera Village,3
DTC,3099,D-9911DOWN,D-9911DOWN,Galib Pur Village to DICHAON KALAN DEPOT,3
DTC,3100,D-9911UP,D-9911UP,Dichau Kalan Depot to Galib Pur Village,3
DTC,3101,D-9912DOWN,D-9912DOWN,Sarang Pur Village to DICHAON KALAN DEPOT,3
DTC,3102,D-9912UP,D-9912UP,Dichau Kalan Depot to Sarang Pur Village,3
DTC,3103,D-9913DOWN,D-9913DOWN,IssaPur D B Temple to Dhansa Bus Stand / Dhansa Bus Stand Metro Station,3
